number of bedrooms,number of bathrooms,living area,lot area,number of floors,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Postal Code,Lattitude,Longitude,living_area_renov,Price
5,3.75,4220,9240,2,11,3420,800,1991,122057,52.8195,-114.419,3380,1580000
3,3.25,3990,8505,2,9,2870,1120,1922,122054,52.8044,-114.473,3640,1500000
3,2.75,2730,38869,1.5,9,1940,790,1963,122052,52.7157,-114.551,2630,1340000
4,2.75,3410,7750,1,8,1710,1700,1958,122009,52.8018,-114.596,3080,1100000
4,3.25,3780,11200,2,11,3780,0,2002,122015,52.751,-114.34,3720,1030000
4,3.25,3770,982998,2,10,3770,0,1992,122046,52.644,-114.277,2290,998000
3,3.75,3710,34412,2,10,2910,800,1978,122020,52.8188,-114.23,2390,998000
4,2.5,3420,183387,2,10,3420,0,2000,122045,52.863,-114.162,2260,975000
6,1,2330,5000,1.5,7,2330,0,1920,122007,52.9089,-114.587,1570,950000
5,2.5,4150,96574,2,10,4150,0,1988,122045,52.8964,-114.235,3320,930800
4,1.75,2800,5400,1,9,1400,1400,1924,122006,52.9103,-114.503,1490,863000
4,2.5,3480,6315,2,9,2360,1120,2000,122005,52.9141,-114.351,3620,852500
4,2.75,3130,13412,2,9,2140,990,1993,122005,52.9293,-114.292,2260,835000
3,3.25,3230,7639,2,10,3230,0,1999,122019,52.8638,-114.253,3230,817500
4,4,2680,6000,1,7,1380,1300,1962,122032,52.8857,-114.578,1930,777000
5,2.25,3060,13630,2,10,3060,0,1989,122027,52.7885,-114.307,3430,749999
4,2,2050,4400,1.5,9,2050,0,1922,122013,52.874,-114.509,2320,740000
3,2.5,2410,9916,2,10,2410,0,1989,122005,52.9211,-114.293,2310,700000
3,3.75,2380,3600,1.5,7,1690,690,1927,122047,52.8674,-114.497,1990,695000
3,3.25,3080,12100,2,8,2080,1000,1984,122007,52.925,-114.589,2100,695000
4,3,2160,4400,1,7,1320,840,1921,122044,52.8463,-114.483,1430,665000
3,1.5,1540,5040,2,8,1540,0,1907,122044,52.8438,-114.489,1590,659000
4,2.5,2370,9517,1,9,1630,740,1984,122019,52.8522,-114.224,2440,655000
4,2.5,2160,3139,1,7,1080,1080,1940,122028,52.8962,-114.528,1650,650000
3,2,1810,17006,2,8,1810,0,1913,122031,52.6963,-114.559,2180,649000
3,2,1650,7104,2,8,1650,0,1945,122050,52.9353,-114.564,1730,643500
3,1.75,1580,20588,1,8,1580,0,1970,122022,52.936,-114.48,2080,625000
6,3,3030,31920,1,8,1670,1360,1980,122020,52.805,-114.223,2890,624500
3,1.75,1720,8117,1,7,1170,550,1978,122005,52.9228,-114.315,1760,583500
4,2.5,2800,8190,1,8,1700,1100,1971,122050,52.9995,-114.558,2460,569500
3,2.25,1700,8800,1,7,850,850,1969,122010,52.9163,-114.379,2180,565000
3,2.5,2400,5500,2,8,2400,0,1983,122037,52.9661,-114.236,2230,562000
3,3,1330,5040,2,8,1120,210,2005,122044,52.8426,-114.503,1810,552100
3,2.5,1280,1889,3,8,1280,0,2009,122004,52.8919,-114.514,1450,540000
3,1.5,1380,4290,1,7,1080,300,1955,122026,52.904,-114.569,1510,525000
4,2,2420,10735,1.5,7,2420,0,1967,122005,52.9199,-114.312,1570,525000
5,2.75,2620,8861,1,8,1350,1270,1979,122053,52.7526,-114.373,1940,519000
4,1.75,1520,9600,1,7,1000,520,1955,122027,52.8063,-114.344,1510,508450
4,2.5,2840,18001,2,9,2840,0,1994,122055,52.9659,-114.152,2500,500000
3,2.25,2010,7447,2,8,2010,0,1985,122058,52.977,-114.438,2230,500000
3,2.5,3110,9015,2,9,3110,0,1990,122046,52.6669,-114.337,2650,485000
6,4.5,2940,7500,1.5,8,2940,0,1966,122033,52.9508,-114.372,2010,482500
3,1,1860,6360,1,8,1470,390,1954,122016,52.7627,-114.582,1770,460000
3,1.75,1420,8250,1,7,1420,0,1960,122030,52.8412,-114.323,2020,460000
4,1,1700,7689,1,7,1080,620,1977,122005,52.9255,-114.306,1700,456000
5,2.25,3470,28212,1.5,8,2790,680,1978,122035,52.5642,-114.298,2020,455000
3,2.5,2530,43733,2,8,1530,1000,1991,122025,52.69,-113.898,1730,454000
4,2.5,2425,9017,2,9,2425,0,2013,122039,52.5303,-114.453,2725,447500
3,2.25,2100,205603,2,8,2100,0,1983,122069,52.5968,-114.695,2396,437500
4,2.5,2650,6000,2,9,2650,0,2000,122024,52.6068,-114.218,2630,428400
3,2.25,1450,1486,2,8,1160,290,2006,122009,52.7994,-114.577,1370,419700
2,1,720,4323,1,6,720,0,1942,122032,52.8904,-114.591,1460,405000
4,2.5,1850,9136,2,8,1850,0,1997,122015,52.7243,-114.347,1930,405000
4,2.5,2120,13780,2,8,2120,0,1993,122052,52.7287,-114.555,1880,403950
6,3,3320,15600,1,8,1660,1660,1977,122023,52.5283,-114.356,2330,400000
3,2,1500,2506,1,7,870,630,2003,122054,52.8262,-114.491,1500,395000
3,2.5,1720,4515,2,7,1720,0,2005,122008,52.7726,-114.069,2220,389000
4,1.75,1830,11090,1,7,1060,770,1962,122058,52.9633,-114.436,1990,383000
2,2,1340,4447,1,8,1340,0,2004,122045,52.9475,-114.223,1350,381000
3,1.75,1330,9417,1,6,710,620,1936,122022,52.9531,-114.491,1690,375000
4,2.25,1450,7245,1,7,1450,0,1950,122038,52.9943,-114.533,1660,375000
4,1.75,1680,6834,1.5,7,1680,0,1948,122022,52.946,-114.497,950,375000
2,2.25,1100,1695,2,9,1100,0,2009,122051,52.7963,-114.479,1100,374000
4,2.5,2720,8666,2,9,2720,0,1992,122065,52.6146,-114.359,2410,370000
2,2.25,860,696,2,9,860,0,2009,122051,52.7963,-114.48,1100,345000
3,1,980,7228,1.5,7,980,0,1946,122038,52.9594,-114.543,1070,340000
3,1.75,1410,16105,1,7,1410,0,1982,122041,52.9227,-114.103,1550,307000
3,1,910,8658,1,7,910,0,1955,122014,52.9886,-114.493,1170,306000
3,2.5,1981,5700,2,8,1981,0,2010,122065,52.5968,-114.368,1981,303700
4,2.5,2200,5730,2,8,2200,0,2003,122035,52.5782,-114.343,2200,299900
3,1.75,1250,9486,1,6,1250,0,1971,122069,52.6641,-114.636,1270,295000
4,2.5,2240,6944,1,7,1310,930,1979,122039,52.568,-114.448,1780,287500
2,1,910,4662,1,6,910,0,1942,122034,52.7532,-114.544,890,280000
4,1.75,2000,8700,1,7,1010,990,1975,122035,52.604,-114.331,1490,275000
3,2,1380,3500,2,7,1380,0,1971,122051,52.7858,-114.46,1620,275000
3,1,1200,4592,1,6,800,400,1950,122034,52.749,-114.542,940,260000
3,2.5,1440,2500,2,7,1440,0,2006,122052,52.741,-114.549,1440,260000
3,2.25,1810,11800,1,7,1240,570,1977,122063,52.7297,-114.421,1810,251700
4,2.25,2190,9113,2,7,2190,0,1986,122039,52.5541,-114.465,1570,245000
3,1.5,1580,10517,1,6,1580,0,1957,122072,52.5203,-114.404,1400,233500
2,1,1240,12092,1,6,960,280,1922,122052,52.7257,-114.542,1820,232000
4,2.5,1700,6675,2,7,1700,0,1997,122024,52.5938,-114.243,1570,215000
3,1.5,1250,9484,1,7,1250,0,1969,122035,52.5975,-114.337,1320,210000
2,1,790,5985,1,6,790,0,1944,122063,52.7241,-114.43,1030,200000
2,1,770,9370,1,7,770,0,1947,122014,52.992,-114.511,1060,180000
3,1,920,7314,1,6,920,0,1960,122072,52.5192,-114.41,1010,125000
2,1,1560,5000,1.5,7,1560,0,1942,122007,52.9306,-114.576,2620,724000
2,1.5,1110,1200,3,8,1110,0,2000,122028,52.9231,-114.532,1110,320000
2,1,940,9330,1,6,940,0,1941,122051,52.7745,-114.463,1900,255000
3,1.75,2090,12026,1,7,2090,0,1948,122072,52.5395,-114.407,1700,248500
2,1,630,6000,1,6,630,0,1943,122063,52.7273,-114.411,1470,190000
4,1,1790,8400,1,7,1260,530,1954,122038,52.9927,-114.543,1470,401500
3,2.5,1800,2792,2,8,1800,0,2011,122064,52.7742,-114.561,1580,379900
4,3,3330,6990,1.5,9,2330,1000,1928,122054,52.8186,-114.477,2620,1240000
5,3.5,4180,17841,2,10,3160,1020,1990,122020,52.7918,-114.227,3260,1020000
4,2.5,2230,3600,2,8,1630,600,1906,122047,52.8604,-114.499,2410,1000000
4,3,4040,19700,2,11,4040,0,1987,122005,52.9505,-114.317,3930,988000
4,2.5,3600,6055,2,9,3600,0,2014,122005,52.9353,-114.316,3590,923990
4,2.75,3140,9085,1,8,1570,1570,1961,122027,52.7975,-114.35,2430,920000
4,2.5,3300,10250,1,7,2390,910,1946,122057,52.8173,-114.439,1950,905000
4,2.5,2520,4950,2,8,2520,0,1906,122007,52.9114,-114.549,1810,865000
5,3.5,3630,4911,2,9,2790,840,2014,122033,52.948,-114.346,3600,834950
3,2.25,2780,6000,1,9,1670,1110,1948,122032,52.8742,-114.596,2780,834500
5,2.75,2860,6000,2.5,8,2380,480,1902,122054,52.8206,-114.506,2240,750000
3,1.75,1490,16200,1,8,1490,0,1958,122049,52.8219,-114.365,2070,685650
3,2.5,2920,9096,2,9,2920,0,2013,122015,52.7155,-114.339,2930,675900
4,2.75,3060,35380,1,9,1810,1250,1982,122019,52.8498,-114.228,1980,657000
3,1.75,1530,5000,1,7,1020,510,1948,122007,52.9106,-114.55,1530,635000
4,2.5,2540,4727,2,9,2540,0,1999,122033,52.9334,-114.426,3640,630000
3,2,1860,42800,1,7,930,930,1983,122020,52.8198,-114.194,1980,615000
3,2.25,2530,45234,2,9,2530,0,1985,122021,52.9521,-114.31,3110,615000
2,1,1530,6450,1,7,1530,0,1920,122007,52.9133,-114.588,1530,590000
3,2.5,2600,4438,2,7,2600,0,2004,122045,52.9099,-114.224,2600,581000
2,1.5,1990,6000,1,6,1430,560,1944,122032,52.8821,-114.588,1350,580000
3,1.75,1890,11141,1,8,1890,0,1968,122027,52.7997,-114.353,2720,575000
3,1.75,2580,40392,1,9,1390,1190,1986,122021,52.9937,-114.324,2460,570000
4,2.5,2120,9163,1,8,1450,670,1961,122027,52.7851,-114.362,2120,550000
4,3,2360,6678,1,8,1760,600,1949,122006,52.9219,-114.503,1640,550000
3,2.75,2230,14400,1,8,1460,770,1977,122020,52.8091,-114.238,2200,550000
3,2.5,2170,3200,1.5,7,1280,890,1923,122028,52.8843,-114.537,1180,539000
4,2.5,1720,3515,2,8,1470,250,2000,122054,52.821,-114.483,1140,536500
3,1.5,1260,3135,1,7,780,480,1944,122026,52.8993,-114.561,1540,499000
4,2.5,2550,6382,2,7,2550,0,2007,122008,52.7502,-114.06,2430,492000
3,2.5,2430,5867,2,7,2430,0,2011,122008,52.7462,-114.062,2620,485000
3,2.5,1690,2890,2,7,1690,0,2004,122045,52.9102,-114.221,1690,475000
4,2.5,2320,7800,2,8,2320,0,1986,122058,53.0038,-114.456,2090,470101
3,2.5,1470,3000,1,7,930,540,1985,122006,52.9132,-114.476,1470,435000
3,2.25,1630,10500,1,7,1100,530,1974,122033,52.9476,-114.426,1640,425000
3,2.5,2070,3986,2,8,2070,0,1999,122008,52.7648,-114.067,2090,423700
4,2.25,2520,8000,1,8,1680,840,1970,122018,52.5502,-114.573,2300,415000
4,1.75,1510,9176,1,7,1510,0,1957,122038,52.9951,-114.529,1480,402000
4,2.25,2120,53578,2,7,2120,0,1985,122068,52.4341,-114.211,2120,379500
3,1,1290,10125,1,7,1290,0,1956,122058,52.9941,-114.455,1760,362000
1,2.25,2060,10600,1.5,7,1560,500,1927,122040,52.5591,-114.494,2060,360000
4,1.75,1680,9244,2,8,1680,0,1991,122031,52.6912,-114.542,1840,359000
4,2.5,2470,5015,2,8,2470,0,2004,122024,52.5757,-114.231,2470,352000
3,1,1010,8551,1,7,1010,0,1953,122014,52.9651,-114.485,1310,350000
3,1,1120,9134,1,7,1120,0,1972,122033,52.9443,-114.401,1340,343000
4,2.25,2060,8400,1,7,1300,760,1960,122063,52.7284,-114.42,1990,340000
2,1,1360,69260,1,5,1360,0,1937,122008,52.7529,-114.028,1460,335000
3,2.25,1770,8755,1,8,1330,440,1981,122046,52.6764,-114.313,1910,327500
3,1.75,2100,14850,1,7,2100,0,1963,122035,52.5922,-114.249,1930,323000
4,2.25,3340,8000,2,8,3340,0,1973,122018,52.547,-114.575,2230,311000
2,1,1100,27007,1,6,1100,0,1943,122069,52.6771,-114.663,1746,303000
3,1,1010,6300,1,7,1010,0,1957,122038,52.9604,-114.542,1480,300000
4,2,2050,8750,1,7,1300,750,1967,122046,52.6624,-114.361,2050,300000
3,2.5,1870,8541,2,8,1870,0,1989,122018,52.5225,-114.536,2150,299990
3,1.75,1160,7006,1,7,1160,0,1992,122068,52.4237,-114.17,1670,285000
3,2.5,1890,3629,2,7,1890,0,2005,122024,52.5913,-114.231,1980,285000
3,1.5,1280,974,3,7,1280,0,2003,122022,52.9462,-114.483,1420,281000
3,1.75,1440,9253,1,7,990,450,1981,122042,52.6633,-114.384,1550,274000
3,2.25,1750,8400,1,7,1350,400,1965,122070,52.6871,-114.462,2020,270000
1,1,720,5196,1,7,720,0,1911,122028,52.9228,-114.527,1580,270000
3,1.75,1250,5546,1,7,1250,0,1987,122042,52.7025,-114.377,1640,268000
2,1,960,5150,1,6,960,0,1951,122064,52.7501,-114.562,1010,267500
3,1.5,1030,4000,1,7,1030,0,1952,122060,52.6582,-114.521,1460,267000
3,2.5,1410,2500,2,7,1410,0,2006,122052,52.7432,-114.548,1290,265000
3,1.5,1750,7000,2,8,1750,0,1983,122018,52.5408,-114.536,1840,260000
2,1,770,9497,1,6,770,0,1950,122038,52.9707,-114.541,1550,257000
3,2,1140,11161,1,7,1140,0,1998,122068,52.439,-114.202,1720,250000
3,1.75,1450,12125,1,7,1450,0,1981,122039,52.5875,-114.47,1210,243000
3,1,1040,7800,1,7,1040,0,1948,122042,52.7104,-114.419,1780,240000
3,1.75,1480,7830,1,7,1480,0,1980,122068,52.4267,-114.188,1130,237500
2,1,810,8494,1,6,810,0,1949,122014,52.9689,-114.514,1050,237500
3,1,1200,7200,1,6,1200,0,1977,122065,52.6046,-114.373,1200,210000
3,1,1010,8108,1,7,1010,0,1955,122014,52.965,-114.499,1110,200000
3,1,840,8470,1,6,840,0,1961,122018,52.5575,-114.528,840,169950
4,4.75,4790,25412,2,12,4790,0,1999,122019,52.833,-114.202,3830,1680000
4,4.25,5020,5432,2,12,5020,0,1998,122019,52.8308,-114.2,4930,1500000
4,3.25,3030,5164,1.5,9,2700,330,1925,122047,52.8694,-114.489,1890,1350000
5,2.5,3200,7863,1,8,1600,1600,1959,122032,52.8698,-114.58,2640,1310000
4,1.75,3080,6500,1,9,1700,1380,1941,122032,52.8653,-114.592,2960,1140000
4,4,3770,8899,2,10,2940,830,2006,122019,52.8776,-114.269,3300,1100000
3,1.75,1810,24586,1,9,930,880,1983,122057,52.7614,-114.412,3540,990000
4,2.5,2720,11049,2,10,2720,0,1989,122048,52.8115,-114.382,2750,975000
4,3,2980,44431,2,10,2640,340,1981,122033,52.9454,-114.351,2010,950000
4,2.5,3110,11422,2,9,3110,0,1989,122006,52.9133,-114.461,2850,925000
5,2.25,2700,9000,2,9,2700,0,1987,122030,52.8899,-114.336,2630,898000
2,1.75,1700,3618,1,8,1260,440,1950,122032,52.8636,-114.587,2200,895000
3,3.5,3820,145054,2,9,2870,950,1999,122025,52.6719,-113.926,2500,830000
5,3.5,4790,12957,2,9,3110,1680,2005,122027,52.7769,-114.384,2620,818500
4,2.5,2750,10159,2,10,2750,0,1991,122027,52.7726,-114.325,3160,812500
4,3.25,2110,3000,2,8,2110,0,2001,122006,52.9069,-114.518,1780,796000
4,2,1590,5400,1,7,990,600,1900,122003,52.867,-114.557,2190,783200
4,2.5,2930,7806,2,9,2930,0,2005,122019,52.8519,-114.214,2600,782500
4,2.5,2990,5280,2,9,2210,780,2003,122012,52.7653,-114.256,2990,760000
3,2.5,2190,10000,1,7,1540,650,1957,122057,52.7719,-114.404,2880,760000
5,2.75,3360,9200,2,9,3360,0,2014,122017,53.0054,-114.363,3360,738515
3,3,2630,4972,2,9,2630,0,2006,122005,52.923,-114.323,2880,731781
3,2.5,2070,7200,2,8,2070,0,2001,122010,52.9246,-114.401,1650,718000
3,2.75,2640,11957,1.5,9,2260,380,1978,122005,52.8791,-114.31,2640,698000
4,2.5,3160,6961,2,8,3160,0,2005,122019,52.8425,-114.2,3110,697000
2,1.75,2330,4000,1,7,1220,1110,1953,122052,52.7199,-114.549,2560,689000
4,3.5,2650,3474,2,8,2230,420,2011,122012,52.7677,-114.236,2330,665000
3,2.5,2650,11250,2,9,2650,0,2005,122014,52.9944,-114.48,2200,660000
4,3.5,3420,33106,2,9,3420,0,2004,122062,52.5854,-114.176,3420,655000
4,2.5,2740,9959,2,9,2740,0,1989,122011,52.7972,-114.201,2630,648000
4,2.5,1840,220308,2,8,1840,0,2000,122024,52.6606,-114.239,1890,620000
4,3.5,3110,6829,2,8,3110,0,2014,122060,52.6649,-114.518,2910,600600
3,1.75,2910,37461,1,7,1530,1380,1967,122005,52.9315,-114.354,2520,570000
5,4.25,3380,7805,2,8,3380,0,2014,122060,52.6649,-114.518,2790,569950
5,3,2200,6380,1,7,1440,760,1987,122022,52.9333,-114.512,1960,559900
3,1.5,1730,5750,1,7,1250,480,1947,122009,52.7945,-114.587,1370,550000
4,3.25,3420,5012,2,10,2330,1090,2008,122055,52.962,-114.172,2320,548000
4,2.5,2710,6937,2,7,2710,0,2009,122008,52.7453,-114.061,2380,544999
3,1.75,1790,9860,1,7,1410,380,1978,122005,52.9289,-114.31,1820,539000
6,1.75,2460,6000,1,7,1230,1230,1913,122006,52.9021,-114.513,1560,535000
4,2.5,2830,6163,2,9,2830,0,2000,122053,52.7527,-114.38,2730,527000
2,1.75,1340,1368,2,7,1060,280,2006,122044,52.848,-114.501,2480,520000
4,2.5,2020,7200,1,7,1010,1010,1968,122033,52.9589,-114.391,1620,495000
3,2.5,1650,3711,2,8,1650,0,1996,122005,52.9163,-114.283,1760,472500
5,4,3210,7200,2,8,2410,800,2011,122055,52.9629,-114.156,2750,465000
3,2.5,2190,17108,2,8,2190,0,1991,122055,52.9621,-114.154,2400,463000
3,2,1600,7350,1,7,1600,0,1979,122005,52.9277,-114.316,1600,460000
3,2.5,2130,5205,2,8,2130,0,2013,122025,52.7132,-113.964,2250,456000
7,4,3150,7800,2,8,3150,0,2013,122051,52.7559,-114.469,1880,450000
3,1.75,1300,7800,1,7,1300,0,1968,122033,52.9621,-114.385,1520,445950
5,2,2190,8316,1,7,1390,800,1961,122059,52.7788,-114.488,2010,437000
3,2.5,1340,8867,2,8,1340,0,1984,122022,52.954,-114.517,1630,432500
2,1,1080,3600,1,7,1080,0,1922,122044,52.8378,-114.481,2230,429000
3,1.75,2500,6840,1,8,1300,1200,1957,122022,52.9522,-114.51,1580,425000
3,1.5,1970,13709,1,7,1680,290,1955,122014,52.9862,-114.467,2200,425000
3,1.75,1140,8558,1,7,1140,0,1982,122010,52.9327,-114.388,1490,420000
3,1.75,1760,5355,1,7,1160,600,1956,122051,52.7668,-114.457,1790,405000
5,2,2760,6420,1,7,1380,1380,1964,122051,52.7696,-114.466,1400,399950
3,1.75,1300,8480,1,7,1300,0,1969,122005,52.9291,-114.32,1740,397500
4,1,1440,8320,1.5,7,1440,0,1946,122014,52.9829,-114.508,1440,395000
3,2.25,2140,10256,2,8,2140,0,1987,122024,52.6051,-114.234,2040,393000
6,4,2700,7416,1,7,1350,1350,1969,122059,52.7825,-114.49,2260,385000
2,2.5,2110,114127,1,8,1590,520,1975,122067,52.6437,-114.402,1960,380000
4,2.75,3140,24800,1,8,2080,1060,1971,122035,52.6082,-114.351,2850,375000
3,2.5,2540,11562,1,8,1290,1250,1964,122058,52.9914,-114.419,2230,374950
4,2.5,3135,5811,2,9,3135,0,2005,122023,52.5563,-114.37,3008,374500
3,1.75,1570,6975,1,7,1040,530,1979,122064,52.7437,-114.56,1280,359950
3,2.75,2370,4632,2,7,2370,0,2002,122024,52.6094,-114.212,2290,350000
3,1,940,9198,1,7,940,0,1968,122005,52.9189,-114.307,1430,347000
3,1.75,1870,7500,1,8,1320,550,1978,122046,52.6728,-114.324,1870,344950
4,2,1590,9100,1,7,1040,550,1967,122046,52.6765,-114.346,1670,330000
3,2.5,1870,9825,1,7,1250,620,1994,122025,52.6939,-113.934,1380,325000
3,1,1990,7173,1,7,1990,0,1972,122033,52.9416,-114.403,1320,310000
3,1.5,1030,8414,1,7,1030,0,1967,122014,52.9954,-114.487,1750,301000
3,1.75,1830,51836,1,7,1430,400,1966,122015,52.7074,-114.288,1320,300000
2,1.75,1050,6500,1.5,6,1050,0,1925,122042,52.7027,-114.39,1320,295000
3,2,1700,6498,1,7,1700,0,1986,122024,52.6081,-114.234,1700,290000
3,1.5,1970,22486,1,6,1970,0,1968,122046,52.6811,-114.279,1850,289000
2,1,1260,4800,1,6,1100,160,1947,122064,52.7496,-114.566,1260,280000
3,1,1530,15975,1,7,970,560,1952,122056,52.7066,-114.516,1540,279000
5,1.5,2550,6300,1,7,1560,990,1959,122053,52.7314,-114.362,1380,272000
3,1,1240,14110,1,7,1240,0,1972,122046,52.6879,-114.28,2060,270000
3,2,1430,10850,1,7,1430,0,1994,122039,52.4971,-114.423,1610,234950
3,1,1010,8906,1,7,1010,0,1968,122035,52.5927,-114.298,1150,234000
2,1,920,7716,1,6,920,0,1944,122063,52.7328,-114.433,1410,229950
2,1,860,5800,1,5,860,0,1942,122053,52.7279,-114.373,900,222900
3,1.5,1310,9273,1,7,1310,0,1968,122035,52.5983,-114.337,1710,222000
5,1,1260,8382,1.5,7,1260,0,1918,122052,52.7358,-114.545,910,220000
3,1,1020,9147,1,6,1020,0,1900,122062,52.5427,-114.192,1600,214000
3,1,1010,8800,1,7,1010,0,1968,122072,52.5061,-114.398,1550,205000
4,2,1750,8116,1,5,1750,0,1943,122053,52.7397,-114.371,1440,199500
4,1,1470,18581,1.5,6,1470,0,1924,122042,52.6636,-114.387,1770,180000
3,2.5,1520,7200,2,7,1520,0,1985,122065,52.5979,-114.372,1780,158000
2,1,1040,20524,1,6,1040,0,1949,122041,52.9281,-114.065,1880,154000
5,3.5,3210,4060,2,10,2290,920,1917,122007,52.9101,-114.547,1940,1290000
5,4.5,3732,4426,2.5,10,2932,800,2001,122047,52.8489,-114.478,2950,1230000
5,3.25,5180,19606,1,11,2610,2570,1993,122027,52.785,-114.304,4050,1200000
3,2.75,2980,12600,1.5,8,1590,1390,1941,122010,52.904,-114.386,1520,900000
4,1,1670,4600,1.5,8,1670,0,1906,122028,52.9138,-114.522,1820,875000
4,2,3090,41147,1,7,3090,0,1990,122005,52.9048,-114.239,3300,870000
4,2.5,3340,9800,2,9,3340,0,2014,122005,52.9061,-114.342,1560,810000
4,2.5,2650,18903,2,11,2650,0,1994,122020,52.8061,-114.179,3270,745000
2,1.75,1728,95950,1,9,1728,0,2012,122069,52.6879,-114.633,1720,730000
3,3.25,3410,25741,2,8,3410,0,1993,122041,52.9229,-114.058,1660,720000
3,1.75,2040,4125,1.5,8,1540,500,1917,122026,52.8908,-114.549,1620,710500
4,2,2660,8160,1,7,1380,1280,1949,122050,52.9529,-114.549,1660,635000
3,2.25,1780,1429,3,8,1570,210,2007,122061,52.8713,-114.536,1470,620000
5,3.25,3920,4832,2,9,3030,890,2014,122008,52.7502,-114.075,2660,616200
3,2.75,2050,3320,1.5,7,1580,470,1927,122004,52.9019,-114.491,1760,613200
4,2.5,2660,35010,2,9,2660,0,1993,122025,52.7116,-113.904,2330,590000
4,2,2400,12753,1,7,2400,0,1962,122010,52.9247,-114.367,1830,585000
4,2.5,2370,15200,1,8,1660,710,1975,122005,52.8595,-114.279,2360,585000
4,2.25,2570,36465,2,8,2570,0,1980,122045,52.8855,-114.232,2390,580000
2,2.5,1280,1051,2,8,1080,200,2009,122003,52.8573,-114.549,1580,579000
3,3,1730,1902,3,8,1730,0,2014,122007,52.9244,-114.567,1830,566950
3,3,1720,70567,1,7,1720,0,1966,122012,52.7236,-114.259,2740,550388
2,1,1260,4000,1,7,1000,260,1940,122007,52.9198,-114.574,1780,549950
3,2.5,2080,8690,1,8,1430,650,1974,122031,52.6724,-114.534,2400,549950
4,2.5,2200,110642,1,7,1330,870,1979,122037,52.9709,-114.242,2290,535000
4,2.25,2970,54450,2,8,2970,0,1983,122046,52.6638,-114.336,2260,526000
3,1.75,2870,26500,1.5,8,2870,0,1948,122031,52.6785,-114.545,2420,525000
2,1,1510,3360,1,7,880,630,1924,122044,52.8435,-114.487,1330,525000
4,1.75,1730,7980,1,8,1730,0,1965,122030,52.8519,-114.328,2080,515000
3,1.75,1610,11950,1,7,1210,400,1984,122005,52.9005,-114.328,1610,510000
4,2.5,1890,7200,1,7,1500,390,1978,122033,52.9578,-114.408,2070,506500
3,3,2360,2750,2,7,1780,580,1983,122022,52.9442,-114.471,1970,498000
3,1.75,1510,11120,1,8,1510,0,1984,122049,52.8231,-114.348,2660,490000
5,2,1910,5508,1,7,1020,890,1968,122038,52.9374,-114.539,1030,485000
3,2.5,2540,51836,1,8,1820,720,1976,122035,52.619,-114.278,1650,485000
2,1.75,1510,4555,1,8,1510,0,2005,122045,52.9436,-114.221,1640,473000
5,3.75,3860,6901,2,7,3860,0,2003,122024,52.5994,-114.222,3000,470000
4,1,1540,4500,1.5,7,1540,0,1905,122009,52.817,-114.574,1920,462500
3,1,1290,47044,1,7,1150,140,1968,122011,52.7955,-114.188,1960,450000
4,2.5,2360,81892,1,8,2360,0,2000,122035,52.599,-114.346,1730,445000
3,2.5,2420,9592,2,8,1780,640,1993,122015,52.7393,-114.343,2420,441500
3,1.75,1550,7820,1,7,1210,340,1981,122033,52.947,-114.353,1550,440000
2,1,1000,6500,1,7,1000,0,1918,122016,52.7774,-114.578,1280,431000
4,2.5,2440,5088,2,7,2440,0,2007,122008,52.7706,-114.079,2440,425000
3,2.5,3310,21096,2,9,3310,0,2004,122018,52.5349,-114.576,3310,419000
7,3.25,4340,8521,2,7,2550,1790,1986,122034,52.75,-114.528,1890,419000
1,1,1230,3774,1,6,830,400,1924,122028,52.9186,-114.544,1300,415000
4,1,1620,4329,1.5,7,1620,0,1927,122009,52.8028,-114.578,1220,415000
5,3.5,3672,9742,2,9,3006,666,2006,122023,52.5555,-114.382,2140,405000
5,3.5,2738,6031,2,8,2738,0,2014,122018,52.5262,-114.54,2738,395950
2,1.75,1150,2723,1,7,770,380,1923,122013,52.8657,-114.512,1440,390000
4,1,1710,117176,1.5,6,1710,0,1942,122042,52.6797,-114.402,1940,389900
4,2.5,2430,5556,2,8,2430,0,2003,122035,52.6062,-114.316,2430,381500
3,1.5,1540,8400,1,7,1540,0,1968,122053,52.7537,-114.389,1690,380000
3,1.5,1630,16170,1,7,1630,0,1988,122033,52.9404,-114.425,1630,375000
4,2.5,1900,9428,2,8,1900,0,1978,122058,52.9928,-114.434,1830,375000
